zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone
,07300,07399,109,4,102
,07400,07499,109,4,102
,07500,07599,109,4,102
,07600,07699,109,4,102
,07700,07799,109,4,102
,07800,07899,109,4,102
,07900,07999,109,4,102
,08000,08099,109,4,102
,08100,08199,109,4,102
,08200,08299,109,4,102
,08300,08399,109,4,102
,08400,08499,109,4,102
,08500,08599,109,4,102
,08600,08699,109,4,102
,08700,08799,109,4,102
,08800,08899,109,4,102
,08900,08999,109,4,102
,10000,10099,109,4,103
,10100,10199,109,4,102
,10200,10299,109,4,102
,10300,10399,109,4,102
,10400,10499,109,4,102
,10500,10599,109,4,102
,10600,10699,109,4,102
,10700,10799,109,4,102
,10800,10899,109,4,102
,10900,10999,109,4,102
,11000,11099,109,4,102
,11100,11199,109,4,102
,11200,11299,109,4,102
,11300,11399,109,4,102
,11400,11499,109,4,102
,11500,11599,109,4,102
,11600,11699,109,4,102
,11700,11799,109,4,102
,11800,11899,109,4,102
,11900,11999,109,4,103
,12000,12099,109,4,103
,12100,12199,109,4,102
,12200,12299,109,4,102
,12300,12399,109,4,102
,12400,12499,109,4,102
,12500,12599,109,4,102
,12600,12699,109,4,102
,12700,12799,109,4,102
,12800,12899,109,4,103
,12900,12999,109,4,103
,13000,13099,109,4,103
,13100,13199,109,4,103
,13200,13299,109,4,103
,13300,13399,109,4,103
,13400,13499,109,4,103
,13500,13599,109,4,103
,13600,13699,109,4,103
,13700,13799,109,4,102
,13800,13899,109,4,102
,13900,13999,109,4,102
,14000,14099,109,4,103
,14100,14199,109,4,103
,14200,14299,109,4,103
,14300,14399,109,4,103
,14400,14499,109,4,103
,14500,14599,109,4,103
,14600,14699,109,4,103
,14700,14799,109,4,103
,14800,14899,109,4,102
,14900,14999,109,4,102
,15000,15099,109,4,103
,15100,15199,109,4,103
,15200,15299,109,4,103
,15300,15399,109,4,103
,15400,15499,109,4,103
,15500,15599,109,4,103
,15600,15699,109,4,103
,15700,15799,109,4,103
,15800,15899,109,4,103
,15900,15999,109,4,103
,16000,16099,109,4,103
,16100,16199,109,4,103
,16200,16299,109,4,103
,16300,16399,109,4,103
,16400,16499,109,4,104
,16500,16599,109,4,104
,16600,16699,109,4,102
,16700,16799,109,4,103
,16800,16899,109,4,102
,16900,16999,109,4,102
,17000,17099,109,4,102
