zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone,start_date,end_date
,26000,26099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26100,26199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26200,26299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26300,26399,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26400,26499,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26500,26599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26600,26699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26700,26799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,26800,26899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,27000,27099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,27100,27199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27200,27299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27300,27399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27400,27499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27500,27599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27600,27699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27700,27799,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27800,27899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,27900,27999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28000,28099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28100,28199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28200,28299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28300,28399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28400,28499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28500,28599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,28600,28699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,28700,28799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,28800,28899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,28900,28999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,29000,29099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29100,29199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29200,29299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29300,29399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29400,29499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29500,29599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29600,29699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29700,29799,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29800,29899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,29900,29999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30000,30099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30100,30199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,30200,30299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30300,30399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30400,30499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30500,30599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,30600,30699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30700,30799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,30800,30899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,30900,30999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31000,31099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31100,31199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31200,31299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31300,31399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31400,31499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31500,31599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31600,31699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31700,31799,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31800,31899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,31900,31999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32000,32099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32100,32199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32200,32299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32300,32399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32400,32499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32500,32599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32600,32699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,32700,32799,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,32800,32899,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,32900,32999,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33000,33099,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33100,33199,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33200,33299,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33300,33399,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33400,33499,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33500,33599,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33600,33699,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33700,33799,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33800,33899,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,33900,33999,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,34000,34099,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,34100,34199,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,34200,34299,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,34400,34499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,34600,34699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,34700,34799,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,34900,34999,19072,2,6,2025/12/23 22:00,2099/12/31 23:59
,35000,35099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35100,35199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35200,35299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35400,35499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,35500,35599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35600,35699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35700,35799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35800,35899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,35900,35999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,36000,36099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36100,36199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36200,36299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36300,36399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36400,36499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36500,36599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36600,36699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36700,36799,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36800,36899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,36900,36999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,37000,37099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37100,37199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37200,37299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37300,37399,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37400,37499,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37500,37599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37600,37699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37700,37799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37800,37899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,37900,37999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38000,38099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38100,38199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38200,38299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38300,38399,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38400,38499,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38500,38599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38600,38699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38700,38799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38800,38899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,38900,38999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,39000,39099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,39100,39199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,39200,39299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,39300,39399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
