zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone,hidden,disabled,deleted,deleted_at,created_at,created_by,updated_at,updated_by
,24500,24599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24600,24699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24700,24799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24800,24899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24900,24999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25000,25099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25100,25199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25200,25299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25300,25399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25400,25499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25500,25599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25600,25699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25700,25799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25800,25899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,25900,25999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26000,26099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26100,26199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26200,26299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26300,26399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26400,26499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26500,26599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26600,26699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26700,26799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,26800,26899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27000,27099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27100,27199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27200,27299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27300,27399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27400,27499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27500,27599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27600,27699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27700,27799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27800,27899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,27900,27999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28000,28099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28100,28199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28200,28299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28300,28399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28400,28499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28500,28599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28600,28699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28700,28799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28800,28899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,28900,28999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29000,29099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29100,29199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29200,29299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29300,29399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29400,29499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29500,29599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29600,29699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29700,29799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29800,29899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,29900,29999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30000,30099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30100,30199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30200,30299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30300,30399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30400,30499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30500,30599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30600,30699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30700,30799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30800,30899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,30900,30999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,31000,31099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,31100,31199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
